GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_laboratory,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell type,Genome_build,Supplementary_files_format_and_content,BioSample,SRA,ebv strain
GSE101426,24-RBL-Donor-1-D0,GSM2702712,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702712_sampled-24-RBL-Donor-1-D0.hqaa.bam,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702712/suppl/GSM2702712_sampled-24-RBL-Donor-1-D0.hqaa.bam,24-RBL-Donor-1-D0,665334725,BAM,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350553,https://www.ncbi.nlm.nih.gov/sra?term,
GSE101426,24-RBL-Donor-1-D0,GSM2702712,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702712_sampled-24-RBL-Donor-1-D0.hqaa_sorted.bam.count.tdf.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702712/suppl/GSM2702712_sampled-24-RBL-Donor-1-D0.hqaa_sorted.bam.count.tdf.gz,24-RBL-Donor-1-D0,114496498,TDF,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350553,https://www.ncbi.nlm.nih.gov/sra?term,
GSE101426,25-RBL-Donor-1-P3-D1,GSM2702713,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702713_sampled-25-RBL-Donor-1-P3-D1.hqaa.bam,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702713/suppl/GSM2702713_sampled-25-RBL-Donor-1-P3-D1.hqaa.bam,25-RBL-Donor-1-P3-D1,647602660,BAM,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350552,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,25-RBL-Donor-1-P3-D1,GSM2702713,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702713_sampled-25-RBL-Donor-1-P3-D1.hqaa_sorted.bam.count.tdf.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702713/suppl/GSM2702713_sampled-25-RBL-Donor-1-P3-D1.hqaa_sorted.bam.count.tdf.gz,25-RBL-Donor-1-P3-D1,107348252,TDF,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350552,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,26-RBL-Donor-1-P3-D2,GSM2702714,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702714_sampled-26-RBL-Donor-1-P3-D2.hqaa.bam,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702714/suppl/GSM2702714_sampled-26-RBL-Donor-1-P3-D2.hqaa.bam,26-RBL-Donor-1-P3-D2,643984532,BAM,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350559,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,26-RBL-Donor-1-P3-D2,GSM2702714,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702714_sampled-26-RBL-Donor-1-P3-D2.hqaa_sorted.bam.count.tdf.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702714/suppl/GSM2702714_sampled-26-RBL-Donor-1-P3-D2.hqaa_sorted.bam.count.tdf.gz,26-RBL-Donor-1-P3-D2,105650219,TDF,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350559,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,27-RBL-Donor-1-P3-D5,GSM2702715,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702715_sampled-27-RBL-Donor-1-P3-D5.hqaa.bam,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702715/suppl/GSM2702715_sampled-27-RBL-Donor-1-P3-D5.hqaa.bam,27-RBL-Donor-1-P3-D5,649353632,BAM,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350558,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,27-RBL-Donor-1-P3-D5,GSM2702715,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702715_sampled-27-RBL-Donor-1-P3-D5.hqaa_sorted.bam.count.tdf.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702715/suppl/GSM2702715_sampled-27-RBL-Donor-1-P3-D5.hqaa_sorted.bam.count.tdf.gz,27-RBL-Donor-1-P3-D5,109748740,TDF,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350558,https://www.ncbi.nlm.nih.gov/sra?term,P3HR1
GSE101426,28-RBL-Donor-1-WT-D1,GSM2702716,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702716_sampled-28-RBL-Donor-1-WT-D1.hqaa.bam,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702716/suppl/GSM2702716_sampled-28-RBL-Donor-1-WT-D1.hqaa.bam,28-RBL-Donor-1-WT-D1,641282505,BAM,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350557,https://www.ncbi.nlm.nih.gov/sra?term,B95-8
GSE101426,28-RBL-Donor-1-WT-D1,GSM2702716,Public on Sep 01 2017,Jul 13 2017,May 15 2019,SRA,1,Primary B cells infected with EBV,Homo sapiens,9606,"Primary B cells were purified from human blood collars using RosetteSep and EasySep B cell kits (StemCell). B cells are infected with EBV virus, titered to ensure >90% of B cells are infected.","Cells were grown in RPMI media supplemented witth 10% Fetal Bovine Serum, 2 mM glutamine, 1X penicillin and streptomycin.",genomic DNA,"ATAC-seq was performed on samples as per described in Buenrostro et al, Nature Methods 2013.",ATAC-seq,"Sequencing adapters were trimmed using Trim Galore at default parameters, Paired-end reads were mapped to hg19 using bowtie, with parameters ""--chunkmbs 2000 -X 2000"", and reads mapping to chrM were removed, Ataqc was used to perform quality control of samples, using default parameters, All reads were subsampled to the lowest sample (13.8 million reads), for sample uniformity, For visualization of the bam files on IGV, igvtools count was used to generate IGV specific TDF visualization files, ngs.plot was used to plot the ATAC reads around EBV Super Enhancers (from Zhou et al 2015) using the following parameters ""-N 20 -FL 183 -RB 0.05 -MW 5 -IN 1""",GPL18573,"Sizun,,Jiang",Baxter Labs,Stanford University,"269 Campus Drive, CCSR",Stanford,CA,94305,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSE101426,0,GSM2702716_sampled-28-RBL-Donor-1-WT-D1.hqaa_sorted.bam.count.tdf.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2702nnn/GSM2702716/suppl/GSM2702716_sampled-28-RBL-Donor-1-WT-D1.hqaa_sorted.bam.count.tdf.gz,28-RBL-Donor-1-WT-D1,106398419,TDF,Primary B cells,hg19,"Uniformly sub-sampled bam files, mapped to hg19, for EBV transformed human primary B cells from 1 donor; TDF file",https://www.ncbi.nlm.nih.gov/biosample/SAMN07350557,https://www.ncbi.nlm.nih.gov/sra?term,B95-8
